,Patch Name,Inferred from projects,occurrence
979,MethodDeclaration#2#0,wildfly-elytron,5
980,MethodDeclaration#2#0,hive,12
981,MethodDeclaration#2#0,commons-csv,1
982,MethodDeclaration#2#0,spring-webflow,1
983,MethodDeclaration#2#0,spring-data-rest,3
984,MethodDeclaration#2#0,spring-amqp,4
985,MethodDeclaration#2#0,commons-configuration,2
986,MethodDeclaration#2#0,commons-codec,3
987,MethodDeclaration#2#0,commons-crypto,1
988,MethodDeclaration#2#0,spring-data-commons,3
989,MethodDeclaration#2#0,spring-shell,2
990,MethodDeclaration#2#0,spring-data-mongodb,6
991,MethodDeclaration#2#0,spring-roo,3
992,MethodDeclaration#2#1,camel,245
993,MethodDeclaration#2#1,spring-data-redis,50
994,MethodDeclaration#2#1,commons-collections,2
995,MethodDeclaration#2#1,wildfly,6
996,MethodDeclaration#2#1,spring-data-jpa,5
997,MethodDeclaration#2#1,hive,1
998,MethodDeclaration#2#1,commons-io,2
999,MethodDeclaration#2#1,spring-data-rest,1
1000,MethodDeclaration#2#1,spring-batch,1
1001,MethodDeclaration#2#1,wildfly-core,2
1002,MethodDeclaration#2#1,commons-compress,1
1003,MethodDeclaration#2#1,spring-data-neo4j,2
1004,MethodDeclaration#2#1,commons-codec,1
1005,MethodDeclaration#2#1,commons-crypto,1
1006,MethodDeclaration#2#1,wildfly-elytron,2
1007,MethodDeclaration#2#1,spring-security,1
1008,MethodDeclaration#2#2,wildfly-arquillian,1
1009,MethodDeclaration#2#2,wildfly,19
1010,MethodDeclaration#2#2,hive,3
1011,MethodDeclaration#2#2,camel,28
1012,MethodDeclaration#2#2,spring-data-commons,2
1013,MethodDeclaration#2#2,spring-data-jpa,2
1014,MethodDeclaration#2#2,wildfly-core,6
1015,MethodDeclaration#2#2,spring-batch,6
1016,MethodDeclaration#2#2,commons-configuration,2
1017,MethodDeclaration#2#2,spring-security,4
1018,MethodDeclaration#2#2,metadata,1
1019,MethodDeclaration#2#2,commons-io,2
1020,MethodDeclaration#2#2,commons-collections,1
1021,MethodDeclaration#2#2,spring-amqp,4
1022,MethodDeclaration#2#2,spring-data-rest,1
1023,MethodDeclaration#2#3,hive,7
1024,MethodDeclaration#2#3,spring-amqp,6
1025,MethodDeclaration#2#3,camel,30
1026,MethodDeclaration#2#3,commons-configuration,4
1027,MethodDeclaration#2#3,spring-security,8
1028,MethodDeclaration#2#3,fuse,2
1029,MethodDeclaration#2#3,spring-batch,2
1030,MethodDeclaration#2#3,wildfly-core,4
1031,MethodDeclaration#2#3,wildfly,6
1032,MethodDeclaration#2#3,wildfly-swarm,2
1033,MethodDeclaration#2#3,spring-security-oauth,1
1034,MethodDeclaration#2#3,spring-data-redis,2
1035,MethodDeclaration#2#3,spring-shell,6
1036,MethodDeclaration#2#3,spring-data-mongodb,2
1037,MethodDeclaration#2#3,commons-io,1
1038,MethodDeclaration#2#3,spring-data-jpa,1
1039,MethodDeclaration#2#4,camel,30
1040,MethodDeclaration#2#4,spring-ws,3
1041,MethodDeclaration#2#4,wildfly,19
1042,MethodDeclaration#2#4,spring-webflow,2
1043,MethodDeclaration#2#4,wildfly-core,13
1044,MethodDeclaration#2#4,spring-security,2
1045,MethodDeclaration#2#4,spring-data-neo4j,2
1046,MethodDeclaration#2#4,spring-amqp,1
1047,MethodDeclaration#2#4,spring-hadoop,1
1048,MethodDeclaration#2#4,spring-data-jpa,3
1049,MethodDeclaration#2#4,commons-io,1
1050,MethodDeclaration#2#4,wildfly-elytron,2
1051,MethodDeclaration#2#4,metadata,1
1052,MethodDeclaration#2#4,commons-codec,2
1053,MethodDeclaration#2#4,wildfly-swarm,2
1054,MethodDeclaration#2#4,spring-shell,1
1055,MethodDeclaration#2#4,commons-collections,1
1056,MethodDeclaration#2#4,spring-security-oauth,1
1057,MethodDeclaration#2#4,spring-ldap,1
1058,MethodDeclaration#2#4,spring-data-rest,1
1059,MethodDeclaration#2#4,commons-configuration,1
1060,MethodDeclaration#2#5,spring-data-mongodb,2
1061,MethodDeclaration#2#5,wildfly,38
1062,MethodDeclaration#2#5,wildfly-core,32
1063,MethodDeclaration#2#5,spring-security,13
1064,MethodDeclaration#2#5,camel,14
1065,MethodDeclaration#2#5,spring-security-oauth,3
1066,MethodDeclaration#2#5,hive,3
1067,MethodDeclaration#2#5,commons-collections,4
1068,MethodDeclaration#2#5,wildfly-elytron,1
1069,MethodDeclaration#2#5,spring-ws,2
1070,MethodDeclaration#2#5,spring-data-rest,2
1071,MethodDeclaration#2#5,spring-webflow,1
1072,MethodDeclaration#2#6,spring-data-mongodb,24
1073,MethodDeclaration#2#6,spring-roo,18
1074,MethodDeclaration#2#6,spring-shell,6
1075,MethodDeclaration#2#6,spring-data-redis,36
1076,MethodDeclaration#2#6,spring-amqp,34
1077,MethodDeclaration#2#6,spring-data-jpa,9
1078,MethodDeclaration#2#6,commons-configuration,1
1079,MethodDeclaration#2#6,camel,5
1080,MethodDeclaration#2#6,spring-security,5
1081,MethodDeclaration#2#6,spring-data-commons,1
1082,MethodDeclaration#2#6,spring-batch,3
1083,MethodDeclaration#2#6,spring-data-neo4j,3
1084,MethodDeclaration#2#6,wildfly,1
1085,MethodDeclaration#2#6,hive,1
1086,MethodDeclaration#2#6,spring-data-rest,1
1087,MethodDeclaration#2#7,wildfly-core,2
1088,MethodDeclaration#2#7,spring-amqp,9
1089,MethodDeclaration#2#7,wildfly-swarm,1
1090,MethodDeclaration#2#7,spring-data-mongodb,2
1091,MethodDeclaration#2#7,camel,7
1092,MethodDeclaration#2#7,spring-data-redis,1
1093,MethodDeclaration#2#7,wildfly,2
1094,MethodDeclaration#2#7,spring-data-commons,3
1095,MethodDeclaration#2#7,commons-io,7
1096,MethodDeclaration#2#7,spring-batch,1
1097,MethodDeclaration#2#7,commons-compress,3
1098,MethodDeclaration#2#8,fuse,1
1099,MethodDeclaration#2#8,hive,3
1100,MethodDeclaration#2#8,camel,1
1101,MethodDeclaration#2#9,wildfly,3
1102,MethodDeclaration#2#9,spring-data-rest,1
1103,MethodDeclaration#2#9,hive,3
1104,MethodDeclaration#3#0,camel,110
1105,MethodDeclaration#3#0,spring-data-commons,2
1106,MethodDeclaration#3#0,spring-security,4
1107,MethodDeclaration#3#0,spring-amqp,1
1108,MethodDeclaration#3#0,spring-data-jpa,3
1109,MethodDeclaration#3#0,hive,2
1110,MethodDeclaration#3#0,wildfly-swarm,1
1111,MethodDeclaration#3#0,commons-io,1
1112,MethodDeclaration#3#0,wildfly,2
1113,MethodDeclaration#3#0,commons-collections,1
1114,MethodDeclaration#3#0,spring-webflow,1
1115,MethodDeclaration#3#0,spring-data-redis,1
1116,MethodDeclaration#3#1,wildfly,4
1117,MethodDeclaration#3#1,spring-batch,5
1118,MethodDeclaration#3#1,spring-roo,3
1119,MethodDeclaration#3#1,spring-data-redis,5
1120,MethodDeclaration#3#1,spring-security-oauth,1
1121,MethodDeclaration#3#1,spring-security,3
1122,MethodDeclaration#3#1,camel,2
1123,MethodDeclaration#3#1,wildfly-swarm,2
1124,MethodDeclaration#3#2,spring-data-jpa,2
1125,MethodDeclaration#3#2,wildfly,6
1126,MethodDeclaration#3#2,fuse,3
1127,MethodDeclaration#3#2,camel,8
1128,MethodDeclaration#3#2,wildfly-core,5
1129,MethodDeclaration#3#2,spring-data-neo4j,1
1130,MethodDeclaration#3#2,spring-data-rest,1
1131,MethodDeclaration#3#2,spring-batch,1
1132,MethodDeclaration#3#2,spring-security,1
1133,MethodDeclaration#3#2,commons-io,1
1134,MethodDeclaration#3#2,spring-roo,1
1135,MethodDeclaration#3#3,wildfly,18
1136,MethodDeclaration#3#3,spring-data-commons,1
1137,MethodDeclaration#3#3,spring-data-mongodb,3
1138,MethodDeclaration#3#3,spring-ws,2
1139,MethodDeclaration#3#3,camel,15
1140,MethodDeclaration#3#3,spring-security,2
1141,MethodDeclaration#3#3,wildfly-swarm,1
1142,MethodDeclaration#3#3,wildfly-core,12
1143,MethodDeclaration#3#3,wildfly-elytron,2
1144,MethodDeclaration#3#3,fuse,3
1145,MethodDeclaration#3#3,spring-amqp,1
1146,MethodDeclaration#3#3,spring-data-neo4j,1
1147,MethodDeclaration#3#3,spring-social,1
1148,MethodDeclaration#3#3,spring-roo,1
1149,MethodDeclaration#3#4,fuse,2
1150,MethodDeclaration#3#4,camel,4
1151,MethodDeclaration#3#5,camel,17
1152,MethodDeclaration#3#5,wildfly,29
1153,MethodDeclaration#3#5,spring-security,15
1154,MethodDeclaration#3#5,commons-collections,5
1155,MethodDeclaration#3#5,spring-data-redis,5
1156,MethodDeclaration#3#5,spring-amqp,3
1157,MethodDeclaration#3#5,wildfly-core,6
1158,MethodDeclaration#3#5,spring-roo,1
1159,MethodDeclaration#3#5,spring-batch,1
1160,MethodDeclaration#3#5,hive,1
1161,MethodDeclaration#3#5,spring-ldap,1
1162,MethodDeclaration#3#5,spring-data-rest,1
1163,MethodDeclaration#3#5,spring-security-oauth,1
1164,MethodDeclaration#3#5,wildfly-maven-plugin,1
1165,MethodDeclaration#3#6,hive,20
1166,MethodDeclaration#3#7,wildfly,2
1167,MethodDeclaration#3#7,spring-ldap,1
1168,MethodDeclaration#3#7,commons-compress,1
1169,MethodDeclaration#3#7,camel,9
1170,MethodDeclaration#3#7,spring-data-redis,1
1171,MethodDeclaration#3#7,spring-batch,1
1172,MethodDeclaration#3#7,commons-codec,2
1173,MethodDeclaration#3#7,wildfly-core,3
1174,MethodDeclaration#3#7,spring-roo,3
1175,MethodDeclaration#3#7,spring-security-oauth,1
1176,MethodDeclaration#3#7,spring-data-mongodb,1
1177,MethodDeclaration#3#8,hive,4
1178,MethodDeclaration#3#8,commons-configuration,1
1179,MethodDeclaration#3#9,wildfly,1
1180,MethodDeclaration#3#9,spring-data-redis,2
1181,MethodDeclaration#3#9,wildfly-core,1
1182,MethodDeclaration#3#9,spring-social-linkedin,1
1183,MethodDeclaration#3#10,spring-data-mongodb,1
1184,MethodDeclaration#3#10,spring-roo,2
1185,MethodDeclaration#3#10,spring-data-redis,6
1186,MethodDeclaration#3#10,spring-security,2
1187,MethodDeclaration#3#10,spring-amqp,1
1188,MethodDeclaration#3#11,wildfly-maven-plugin,2
1189,MethodDeclaration#3#12,camel,4
1190,MethodDeclaration#3#12,commons-collections,2
1191,MethodDeclaration#3#13,camel,3
1192,MethodDeclaration#3#13,wildfly,1
1193,MethodDeclaration#3#13,spring-data-commons,1
1194,MethodDeclaration#3#13,commons-compress,1
1195,MethodDeclaration#3#13,wildfly-core,1
1196,MethodDeclaration#3#14,spring-social-facebook,1
1197,MethodDeclaration#3#14,wildfly,4
1198,MethodDeclaration#3#14,camel,2
1199,MethodDeclaration#3#14,fuse,1
1200,MethodDeclaration#3#14,wildfly-core,2
1201,MethodDeclaration#3#15,camel,6
1202,MethodDeclaration#3#15,spring-data-jpa,1
1203,MethodDeclaration#3#15,spring-ws,1
1204,MethodDeclaration#3#16,camel,1
1205,MethodDeclaration#3#16,fuse,1
1206,MethodDeclaration#3#17,camel,1
1207,MethodDeclaration#3#17,wildfly-core,1
1208,MethodDeclaration#3#17,spring-security,1
1209,MethodDeclaration#3#17,wildfly,1
1210,MethodDeclaration#3#18,camel,3
1211,MethodDeclaration#3#18,fuse,1
1212,MethodDeclaration#3#18,spring-data-mongodb,1
1213,MethodDeclaration#3#19,wildfly,4
1214,MethodDeclaration#3#20,spring-data-mongodb,1
1215,MethodDeclaration#3#20,camel,1
1216,MethodDeclaration#3#21,wildfly-core,4
1217,MethodDeclaration#3#22,wildfly,3
1218,MethodDeclaration#3#23,spring-data-redis,1
1219,MethodDeclaration#3#23,spring-amqp,1
1220,MethodDeclaration#3#24,spring-security,2
1221,MethodDeclaration#4#0,camel,10
1222,MethodDeclaration#4#0,wildfly-core,3
1223,MethodDeclaration#4#0,fuse,3
1224,MethodDeclaration#4#0,spring-security,2
1225,MethodDeclaration#4#0,wildfly,5
1226,MethodDeclaration#4#1,camel,8
1227,MethodDeclaration#4#1,wildfly,6
1228,MethodDeclaration#4#1,spring-data-redis,7
1229,MethodDeclaration#4#1,commons-collections,2
1230,MethodDeclaration#4#1,spring-security,2
1231,MethodDeclaration#4#1,spring-data-jpa,8
1232,MethodDeclaration#4#1,commons-io,1
1233,MethodDeclaration#4#1,spring-webflow,6
1234,MethodDeclaration#4#1,hive,2
1235,MethodDeclaration#4#1,wildfly-core,1
1236,MethodDeclaration#4#1,spring-batch,1
1237,MethodDeclaration#4#2,spring-security,3
1238,MethodDeclaration#4#2,wildfly-core,1
1239,MethodDeclaration#4#2,spring-data-redis,2
1240,MethodDeclaration#4#2,wildfly,7
1241,MethodDeclaration#4#2,camel,2
1242,MethodDeclaration#4#2,wildfly-swarm,2
1243,MethodDeclaration#4#2,fuse,1
1244,MethodDeclaration#4#3,spring-data-redis,9
1245,MethodDeclaration#4#3,camel,3
1246,MethodDeclaration#4#3,spring-social-facebook,1
1247,MethodDeclaration#4#3,spring-data-jpa,1
1248,MethodDeclaration#4#3,spring-data-gemfire,1
1249,MethodDeclaration#4#3,commons-collections,1
1250,MethodDeclaration#4#3,hive,1
1251,MethodDeclaration#4#3,fuse,2
1252,MethodDeclaration#4#3,spring-data-mongodb,1
1253,MethodDeclaration#4#3,spring-security,1
1254,MethodDeclaration#4#4,hive,22
1255,MethodDeclaration#4#5,spring-batch,8
1256,MethodDeclaration#4#5,wildfly,1
1257,MethodDeclaration#4#5,spring-webflow,1
1258,MethodDeclaration#4#5,spring-security,3
1259,MethodDeclaration#4#6,camel,2
1260,MethodDeclaration#4#6,wildfly,1
1261,MethodDeclaration#4#7,fuse,1
1262,MethodDeclaration#4#7,spring-data-neo4j,2
1263,MethodDeclaration#4#7,camel,2
1264,MethodDeclaration#4#7,wildfly-core,2
1265,MethodDeclaration#4#7,wildfly,1
1266,MethodDeclaration#4#8,spring-data-mongodb,1
1267,MethodDeclaration#4#8,spring-shell,2
1268,MethodDeclaration#4#8,spring-data-jpa,1
1269,MethodDeclaration#4#8,camel,1
1270,MethodDeclaration#4#8,spring-roo,1
1271,MethodDeclaration#4#8,wildfly-core,2
1272,MethodDeclaration#4#8,commons-codec,1
1273,MethodDeclaration#4#9,hive,2
1274,MethodDeclaration#4#9,camel,1
1275,MethodDeclaration#4#9,wildfly-core,5
1276,MethodDeclaration#4#9,wildfly,2
1277,MethodDeclaration#4#9,wildfly-swarm,1
1278,MethodDeclaration#4#9,spring-ldap,1
1279,MethodDeclaration#4#10,wildfly,1
1280,MethodDeclaration#4#10,wildfly-core,1
1281,MethodDeclaration#4#11,wildfly,2
1282,MethodDeclaration#4#12,camel,1
1283,MethodDeclaration#4#12,fuse,1
1284,MethodDeclaration#4#13,spring-security,1
1285,MethodDeclaration#4#13,camel,2
1286,MethodDeclaration#4#13,spring-data-neo4j,1
1287,MethodDeclaration#4#14,hive,2
1288,MethodDeclaration#4#15,camel,1
1289,MethodDeclaration#4#15,hive,1
1290,MethodDeclaration#4#16,spring-data-mongodb,1
1291,MethodDeclaration#4#16,spring-roo,1
1292,MethodDeclaration#4#17,spring-data-commons,1
1293,MethodDeclaration#4#17,spring-roo,1
1294,MethodDeclaration#4#17,spring-ldap,1
1295,MethodDeclaration#4#17,camel,1
1296,MethodDeclaration#4#18,wildfly,1
1297,MethodDeclaration#4#18,spring-data-neo4j,1
1298,MethodDeclaration#4#19,wildfly,1
1299,MethodDeclaration#4#19,camel,1
1300,MethodDeclaration#4#20,camel,2
1301,MethodDeclaration#4#21,wildfly-core,1
1302,MethodDeclaration#4#21,fuse,1
1303,MethodDeclaration#9#0,spring-data-commons,1
1304,MethodDeclaration#9#0,wildfly-core,4
1305,MethodDeclaration#9#0,wildfly,11
1306,MethodDeclaration#9#0,spring-data-mongodb,2
1307,MethodDeclaration#9#0,camel,2
1308,MethodDeclaration#9#1,wildfly,15
1309,MethodDeclaration#9#2,wildfly-core,6
1310,MethodDeclaration#9#2,wildfly,5
1311,MethodDeclaration#9#2,camel,1
1312,MethodDeclaration#9#2,hive,1
1313,MethodDeclaration#9#3,wildfly,2
1314,MethodDeclaration#9#3,wildfly-core,2
1315,MethodDeclaration#9#4,wildfly,3
1316,MethodDeclaration#9#5,spring-data-mongodb,9
1317,MethodDeclaration#9#6,hive,1
1318,MethodDeclaration#9#6,camel,2
1319,MethodDeclaration#9#6,spring-hadoop,1
1320,MethodDeclaration#9#6,spring-data-neo4j,1
1321,MethodDeclaration#9#7,camel,2
1322,MethodDeclaration#9#8,camel,3
1323,MethodDeclaration#9#8,wildfly,1
1324,MethodDeclaration#9#8,wildfly-core,1
1325,MethodDeclaration#9#9,wildfly,4
1326,MethodDeclaration#9#9,camel,1
1327,MethodDeclaration#9#10,camel,3
1328,MethodDeclaration#9#11,camel,3
1329,MethodDeclaration#9#12,wildfly,1
1330,MethodDeclaration#9#12,wildfly-core,1
1331,MethodDeclaration#9#13,spring-data-neo4j,2
1332,MethodDeclaration#9#14,camel,3
1333,MethodDeclaration#9#15,wildfly,1
1334,MethodDeclaration#9#15,wildfly-arquillian,1
1335,MethodDeclaration#9#16,spring-data-redis,2
1336,MethodDeclaration#9#17,spring-security,2
1337,MethodDeclaration#9#18,spring-ws,2
1338,MethodDeclaration#9#19,spring-roo,2
1339,MethodDeclaration#9#20,wildfly,1
1340,MethodDeclaration#9#20,fuse,1
1341,MethodDeclaration#9#21,camel,2
1342,MethodDeclaration#9#21,spring-data-commons,1
1343,MethodDeclaration#9#22,wildfly,3
1344,MethodDeclaration#9#23,spring-data-neo4j,2
1345,MethodDeclaration#9#24,wildfly,4
1346,MethodDeclaration#9#25,spring-batch,1
1347,MethodDeclaration#9#25,camel,1
1348,MethodDeclaration#9#26,wildfly,2
1349,MethodDeclaration#9#27,spring-data-jpa,2
1350,MethodDeclaration#9#28,wildfly-core,1
1351,MethodDeclaration#9#28,wildfly,1
1352,MethodDeclaration#9#29,commons-crypto,2
1353,MethodDeclaration#9#30,spring-security,2
1354,MethodDeclaration#9#31,commons-crypto,2
1355,MethodDeclaration#9#32,wildfly-core,1
1356,MethodDeclaration#9#32,wildfly,1
1357,MethodDeclaration#9#33,wildfly,1
1358,MethodDeclaration#9#33,wildfly-core,1
1359,MethodDeclaration#9#34,wildfly,2
1360,MethodDeclaration#9#35,spring-security,1
1361,MethodDeclaration#9#35,spring-data-commons,1
1362,MethodDeclaration#9#36,camel,1
1363,MethodDeclaration#9#36,hive,1
1364,MethodDeclaration#9#37,hive,2
1365,MethodDeclaration#9#38,camel,1
1366,MethodDeclaration#9#38,hive,1
1367,MethodDeclaration#6#0,camel,28
1368,MethodDeclaration#6#0,wildfly,10
1369,MethodDeclaration#6#0,spring-ws,1
1370,MethodDeclaration#6#0,commons-collections,7
1371,MethodDeclaration#6#0,wildfly-core,6
1372,MethodDeclaration#6#0,spring-data-mongodb,6
1373,MethodDeclaration#6#0,spring-data-jpa,1
1374,MethodDeclaration#6#1,camel,55
1375,MethodDeclaration#6#1,spring-social,1
1376,MethodDeclaration#6#1,spring-batch,8
1377,MethodDeclaration#6#1,wildfly-core,1
1378,MethodDeclaration#6#1,hive,2
1379,MethodDeclaration#6#2,wildfly,6
1380,MethodDeclaration#6#2,fuse,1
1381,MethodDeclaration#6#2,wildfly-core,1
1382,MethodDeclaration#6#2,spring-roo,1
1383,MethodDeclaration#6#3,spring-roo,1
1384,MethodDeclaration#6#3,wildfly,15
1385,MethodDeclaration#6#3,camel,3
1386,MethodDeclaration#6#3,wildfly-swarm,1
1387,MethodDeclaration#6#3,wildfly-core,4
1388,MethodDeclaration#6#3,spring-data-jpa,5
1389,MethodDeclaration#6#3,spring-data-neo4j,1
1390,MethodDeclaration#6#3,spring-hadoop,1
1391,MethodDeclaration#6#3,spring-data-mongodb,4
1392,MethodDeclaration#6#3,spring-data-commons,1
1393,MethodDeclaration#6#3,spring-shell,1
1394,MethodDeclaration#6#3,spring-amqp,1
1395,MethodDeclaration#6#3,wildfly-elytron,1
1396,MethodDeclaration#6#4,spring-security,4
1397,MethodDeclaration#6#4,camel,2
1398,MethodDeclaration#6#4,spring-data-mongodb,2
1399,MethodDeclaration#6#4,wildfly,1
1400,MethodDeclaration#6#4,commons-configuration,1
1401,MethodDeclaration#6#4,commons-collections,1
1402,MethodDeclaration#6#4,spring-security-oauth,1
1403,MethodDeclaration#6#5,camel,23
1404,MethodDeclaration#6#6,wildfly,8
1405,MethodDeclaration#6#6,camel,6
1406,MethodDeclaration#6#6,spring-amqp,3
1407,MethodDeclaration#6#6,spring-data-mongodb,1
1408,MethodDeclaration#6#6,wildfly-core,2
1409,MethodDeclaration#6#6,fuse,3
1410,MethodDeclaration#6#6,hive,1
1411,MethodDeclaration#6#6,spring-data-rest,1
1412,MethodDeclaration#6#7,spring-data-neo4j,4
1413,MethodDeclaration#6#7,spring-roo,1
1414,MethodDeclaration#6#7,camel,21
1415,MethodDeclaration#6#7,wildfly-core,3
1416,MethodDeclaration#6#7,fuse,2
1417,MethodDeclaration#6#7,spring-ldap,1
1418,MethodDeclaration#6#7,spring-security,3
1419,MethodDeclaration#6#7,hive,2
1420,MethodDeclaration#6#7,spring-data-mongodb,1
1421,MethodDeclaration#6#7,wildfly,3
1422,MethodDeclaration#6#8,wildfly,2
1423,MethodDeclaration#6#8,camel,4
1424,MethodDeclaration#6#8,wildfly-core,2
1425,MethodDeclaration#6#8,spring-security,1
1426,MethodDeclaration#6#8,hive,2
1427,MethodDeclaration#6#8,spring-data-mongodb,1
1428,MethodDeclaration#6#9,wildfly,2
1429,MethodDeclaration#6#9,spring-security,1
1430,MethodDeclaration#6#9,camel,6
1431,MethodDeclaration#6#10,spring-hadoop,1
1432,MethodDeclaration#6#10,camel,3
1433,MethodDeclaration#6#10,spring-ws,1
1434,MethodDeclaration#6#10,commons-compress,1
1435,MethodDeclaration#6#10,wildfly,2
1436,MethodDeclaration#6#10,spring-security,1
1437,MethodDeclaration#6#10,wildfly-core,1
1438,MethodDeclaration#6#11,spring-data-neo4j,1
1439,MethodDeclaration#6#11,spring-amqp,1
1440,MethodDeclaration#6#11,commons-codec,1
1441,MethodDeclaration#6#11,commons-collections,2
1442,MethodDeclaration#6#11,spring-data-redis,1
1443,MethodDeclaration#6#11,camel,2
1444,MethodDeclaration#6#11,spring-hadoop,1
1445,MethodDeclaration#6#11,spring-batch,1
1446,MethodDeclaration#6#11,commons-csv,1
1447,MethodDeclaration#6#12,camel,4
1448,MethodDeclaration#6#12,spring-amqp,6
1449,MethodDeclaration#6#12,spring-ws,1
1450,MethodDeclaration#6#12,spring-hadoop,2
1451,MethodDeclaration#6#12,wildfly,2
1452,MethodDeclaration#6#12,wildfly-swarm,1
1453,MethodDeclaration#6#13,wildfly,1
1454,MethodDeclaration#6#13,spring-security,1
1455,MethodDeclaration#6#13,spring-ws,1
1456,MethodDeclaration#6#13,wildfly-core,1
1457,MethodDeclaration#6#14,spring-batch,1
1458,MethodDeclaration#6#14,wildfly-core,1
1459,MethodDeclaration#6#14,wildfly-swarm,2
1460,MethodDeclaration#6#14,wildfly,3
1461,MethodDeclaration#6#15,wildfly,6
1462,MethodDeclaration#6#16,wildfly-core,1
1463,MethodDeclaration#6#16,wildfly,4
1464,MethodDeclaration#6#16,spring-amqp,1
1465,MethodDeclaration#6#17,wildfly,2
1466,MethodDeclaration#6#17,spring-security,2
1467,MethodDeclaration#6#17,wildfly-core,2
1468,MethodDeclaration#6#18,camel,3
1469,MethodDeclaration#6#19,wildfly,4
1470,MethodDeclaration#6#19,camel,1
1471,MethodDeclaration#6#19,wildfly-core,1
1472,MethodDeclaration#6#20,spring-data-rest,1
1473,MethodDeclaration#6#20,camel,2
1474,MethodDeclaration#6#20,spring-data-neo4j,1
1475,MethodDeclaration#6#21,camel,6
1476,MethodDeclaration#6#22,camel,1
1477,MethodDeclaration#6#22,spring-security,1
1478,MethodDeclaration#6#22,spring-data-mongodb,1
1479,MethodDeclaration#6#22,spring-amqp,1
1480,MethodDeclaration#6#23,wildfly,5
1481,MethodDeclaration#6#23,spring-amqp,1
1482,MethodDeclaration#6#24,spring-security,2
1483,MethodDeclaration#6#25,spring-roo,2
1484,MethodDeclaration#6#25,camel,4
1485,MethodDeclaration#6#25,wildfly-core,1
1486,MethodDeclaration#6#26,fuse,2
1487,MethodDeclaration#6#26,spring-batch,1
1488,MethodDeclaration#6#26,camel,1
1489,MethodDeclaration#6#27,wildfly,3
1490,MethodDeclaration#6#27,spring-security-oauth,1
1491,MethodDeclaration#6#27,commons-io,1
1492,MethodDeclaration#6#27,camel,1
1493,MethodDeclaration#6#28,hive,3
1494,MethodDeclaration#6#29,spring-data-mongodb,1
1495,MethodDeclaration#6#29,commons-collections,1
1496,MethodDeclaration#6#29,camel,1
1497,MethodDeclaration#6#29,commons-codec,1
1498,MethodDeclaration#6#30,wildfly,3
1499,MethodDeclaration#6#30,spring-data-mongodb,1
1500,MethodDeclaration#6#30,wildfly-core,1
1501,MethodDeclaration#6#31,spring-amqp,1
1502,MethodDeclaration#6#31,spring-roo,1
1503,MethodDeclaration#6#32,camel,3
1504,MethodDeclaration#6#33,camel,3
1505,MethodDeclaration#6#34,camel,3
1506,MethodDeclaration#6#35,spring-security-oauth,2
1507,MethodDeclaration#6#35,camel,1
1508,MethodDeclaration#6#35,spring-data-neo4j,1
1509,MethodDeclaration#6#36,spring-data-commons,1
1510,MethodDeclaration#6#36,spring-security,1
1511,MethodDeclaration#6#36,spring-batch,1
1512,MethodDeclaration#6#37,wildfly,1
1513,MethodDeclaration#6#37,wildfly-core,1
1514,MethodDeclaration#6#38,spring-data-neo4j,1
1515,MethodDeclaration#6#38,camel,2
1516,MethodDeclaration#6#39,wildfly,2
1517,MethodDeclaration#6#40,spring-data-mongodb,1
1518,MethodDeclaration#6#40,spring-data-jpa,1
1519,MethodDeclaration#6#41,wildfly,1
1520,MethodDeclaration#6#41,camel,1
1521,MethodDeclaration#6#42,camel,2
1522,MethodDeclaration#6#43,wildfly,2
1523,MethodDeclaration#5#0,wildfly,48
1524,MethodDeclaration#5#0,wildfly-arquillian,2
1525,MethodDeclaration#5#0,wildfly-core,1
1526,MethodDeclaration#5#1,camel,14
1527,MethodDeclaration#5#2,spring-batch,1
1528,MethodDeclaration#5#2,spring-security-oauth,1
1529,MethodDeclaration#5#2,wildfly,4
1530,MethodDeclaration#5#2,commons-compress,1
1531,MethodDeclaration#5#2,camel,1
1532,MethodDeclaration#5#2,spring-data-mongodb,1
1533,MethodDeclaration#5#3,spring-data-jpa,5
1534,MethodDeclaration#5#3,fuse,2
1535,MethodDeclaration#5#3,wildfly,2
1536,MethodDeclaration#5#3,wildfly-core,1
1537,MethodDeclaration#5#3,camel,1
1538,MethodDeclaration#5#4,spring-data-redis,5
1539,MethodDeclaration#5#4,wildfly,1
1540,MethodDeclaration#5#4,wildfly-core,1
1541,MethodDeclaration#5#4,spring-security,1
1542,MethodDeclaration#5#5,spring-data-commons,1
1543,MethodDeclaration#5#5,wildfly,1
1544,MethodDeclaration#5#5,spring-security-oauth,1
1545,MethodDeclaration#5#6,spring-data-redis,7
1546,MethodDeclaration#5#6,camel,3
1547,MethodDeclaration#5#6,spring-amqp,1
1548,MethodDeclaration#5#6,spring-ws,1
1549,MethodDeclaration#5#7,camel,14
1550,MethodDeclaration#5#7,wildfly,3
1551,MethodDeclaration#5#8,spring-roo,2
1552,MethodDeclaration#5#8,camel,3
1553,MethodDeclaration#5#8,wildfly-core,1
1554,MethodDeclaration#5#9,camel,8
1555,MethodDeclaration#5#9,spring-data-redis,3
1556,MethodDeclaration#5#9,wildfly,1
1557,MethodDeclaration#5#9,spring-ws,1
1558,MethodDeclaration#5#9,wildfly-core,1
1559,MethodDeclaration#5#10,wildfly,1
1560,MethodDeclaration#5#10,wildfly-elytron,3
